loss,psnr_metric,val_loss,val_psnr_metric
0.006392777897417545,25.529176712036133,0.005191931501030922,26.530338287353516
0.006272545084357262,25.732444763183594,0.005134462844580412,26.655681610107422
0.006227067206054926,25.813711166381836,0.005090402904897928,26.751646041870117
0.006172815803438425,25.88445281982422,0.005041813477873802,26.857040405273438
0.006140576209872961,25.96245765686035,0.005011075176298618,26.928007125854492
0.006092508789151907,26.006534576416016,0.004977998789399862,26.98769187927246
0.006059742067009211,26.064247131347656,0.004957381170243025,26.992618560791016
0.006042026448994875,26.116065979003906,0.004926774650812149,27.104047775268555
0.006005831528455019,26.162893295288086,0.004907602444291115,27.13273048400879
0.005983925890177488,26.18561363220215,0.004900078754872084,27.10094451904297
0.005962608847767115,26.22966766357422,0.004882286302745342,27.14635467529297
0.005927617661654949,26.284456253051758,0.004876433871686459,27.123300552368164
0.005929597653448582,26.2984619140625,0.004847889766097069,27.23320960998535
0.005900421645492315,26.30898666381836,0.004852937068790197,27.17032241821289
0.005880155600607395,26.352266311645508,0.004830756690353155,27.268152236938477
0.005867797415703535,26.396059036254883,0.004822974558919668,27.299522399902344
0.005856508854776621,26.398496627807617,0.004829783458262682,27.223737716674805
0.005846471060067415,26.385398864746094,0.004813818726688623,27.280282974243164
0.005834429524838924,26.445964813232422,0.0048104203306138515,27.264169692993164
0.005841017235070467,26.44182586669922,0.004821453709155321,27.192182540893555
0.005806977394968271,26.479066848754883,0.004799347370862961,27.315383911132812
0.005789241287857294,26.500085830688477,0.00478316517546773,27.401607513427734
0.005788751412183046,26.5217342376709,0.00478379987180233,27.39729881286621
0.005784802604466677,26.513673782348633,0.0047762454487383366,27.41975975036621
0.0057815732434391975,26.50929069519043,0.004775019362568855,27.3764591217041
0.005787037778645754,26.519065856933594,0.004779682494699955,27.35131072998047
0.0057641142047941685,26.54304313659668,0.0047692121006548405,27.3896484375
0.00576860923320055,26.544750213623047,0.004766975529491901,27.41853904724121
0.005758015904575586,26.522192001342773,0.004766522441059351,27.383726119995117
0.005753370933234692,26.596214294433594,0.004759267438203096,27.446311950683594
0.005743264686316252,26.606618881225586,0.004753375891596079,27.480592727661133
0.005735155660659075,26.58906364440918,0.004757971502840519,27.437576293945312
0.00572299025952816,26.621610641479492,0.004747667815536261,27.48660659790039
0.005721520632505417,26.635019302368164,0.004750845022499561,27.46612548828125
0.005714843515306711,26.626123428344727,0.004753582179546356,27.438589096069336
0.005723636131733656,26.621479034423828,0.004762520547956228,27.369421005249023
0.005709116812795401,26.628982543945312,0.004746052902191877,27.479455947875977
0.005697379354387522,26.667640686035156,0.004742398392409086,27.510761260986328
0.00569405872374773,26.69230079650879,0.004763975739479065,27.308795928955078
0.005698665045201778,26.663700103759766,0.004738426301628351,27.476781845092773
0.005694936960935593,26.659711837768555,0.00473748566582799,27.453144073486328
0.005693373735994101,26.633377075195312,0.004730687011033297,27.5083065032959
